filename,community,emp_job_satisfaction,emp_engagement,emp_wellbeing,emp_burnout,emp_technostress,emp_stress,emp_work_life,emp_turnover_intent,emp_isolation,emp_autonomy,emp_flexibility,emp_belonging,org_firm_performance,org_financial,org_cost,org_real_estate,org_retention_rate,org_absenteeism,org_culture,org_productivity,org_job_performance,org_commitment,org_team_effective,org_collaboration,org_innovation,org_project_success,org_leadership,ctrl_monitoring,ctrl_evaluation,ctrl_policy,ctrl_oversight,n_employee,n_org,n_control,any_employee,any_org,any_control,any_firm_level
3.+Upload+Rhienta.pdf,3,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0,1,1,0,0
30.pdf,3,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,7,6,3,1,1,1,1
307.Psychological-Safety-and-Inclusion-in-Virtual-Teams_-Lessons-from-Multinational-Organizations.pdf,4,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,3,0,1,1,0,0
31e2705b-ee0c-4339-9fd5-35b18da1bc19.pdf,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,1
3524-11217-1-PB.pdf,3,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,7,3,0,1,1,0,0
35298-Full article-69125-1-10-20241128.pdf,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,2,2,1,1,1,0
3599609.3599621.pdf,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,0,1,1,0,1
3710902.pdf,5,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,2,2,1,1,1,1
3757685.pdf,4,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,3,1,1,1,1,0
3772318.3791525.pdf,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,3,5,2,1,1,1,1
417-424-4-Hybrid+Work+Leadership+Balancing+Productivity+and+Employee+Well-being.pdf,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,11,5,2,1,1,1,0
4494.pdf,2,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,2,0,1,1,0,0
5401-Article Text-14326-1-10-20250923.pdf,3,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,4,2,1,1,1,1
6-ISROSET-IJSRCSE-094561.pdf,5,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,6,4,2,1,1,1,1
64K_Hybrid+Work+Fatigue+on+Psychological+and+Organizational+Factors+Influencing+Employee+Well-Being+Evidence+by+Segari.pdf,3,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,7,3,0,1,1,0,0
6667f993bbb09.pdf,2,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,10,6,1,1,1,1,1
694-Rebecca-Work-Life-Balance-Draft2.pdf,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7.pdf,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,1,0
708.pdf,3,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,8,3,0,1,1,0,0
709-Article+Text-3048-1-11-20250128+(1).pdf,5,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,4,4,2,1,1,1,0
78.+Exploring+Emotional+Intelligence%2C+Remote+Work+Dynamics%2C+Team+Collaboration%2C+and+Adaptive+Leadership+for+Enhanced+Success+in+the+Digital+Workplace.pdf,4,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,5,6,0,1,1,0,1
891-908+Mustajab.pdf,2,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,8,7,0,1,1,0,1
8aff1a74-en.pdf,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
8da9a341-5af7-43fc-9e18-04fdffb64ea0.pdf,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,1
95-106+OIKONOMIA+310.pdf,3,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,8,7,2,1,1,1,1
978-3-031-94544-1_3.pdf,4,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,8,5,0,1,1,0,1
AJESD_1LVNGBSU.pdf,2,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,6,5,2,1,1,1,1
A_Qualitative_Study_of_Pandemi.pdf,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,3,1,1,1,1,1
A_millennial_manager_skills_mo.pdf,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,6,5,0,1,1,0,1
Adascalitei-Riso_Employee-monitoring-on-remote-work_Sinappsi_n2_20242.pdf,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,3,1,1,1,1,1
After-Hours_Availability_Expec.pdf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Applied Psychology - 2023 - Hodzic - When telework is a burden rather than a perk  The roles of knowledge sharing and.pdf,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,8,3,0,1,1,0,0
Applied Psychology - 2023 - Schulze - The relationship between telework and job characteristics  A latent change score.pdf,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,1,0,0
Article-5.pdf,4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0
Artikel+Galleys+Oshada-2229.pdf,3,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,1,0,0
Ball.pdf,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
Beurden_van_0960664_ABP_Appel_-_Meulenbroek_MSc_thesis.pdf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,1,1
Blind_MS_IJHRM_9_TH_Jan_25_R3_1_.pdf,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,1
Canadian Review of Sociology - 2023 - Thompson - Workplace Surveillance in Canada  A survey on the adoption and use of.pdf,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,1
"Cavalcante, Bianchi, Schonfeld, Martins, Cameira, Queiros, 2025, telework, hybrid work.pdf",1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,1,0,0
Chapter_07A.pdf,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,3,7,0,1,1,0,1
"Chernoglazova, Lena_MSc Dissertation.pdf",2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0
Connecting work teams in a remote workplace  an identity leadership perspective.pdf,2,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,4,0,1,1,0,1
Cousineauetal.pdf,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,3,1,1,1,1,1
Craftingtelework_Aprocessmodel_PR.pdf,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,1,1,0
Cultivating_Belonging_During_O.pdf,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Daily_Routine_and_Performance_Analysis_-_Parallel_Between_Telework_and_Work_from_the_Office.pdf,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,5,5,1,1,1,1,1
DelanoeijeVerbruggen2024_JOHP_Biophilia_in_the_homeworkplace_ACCEPTEDversion.pdf,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,1
Di+Dalmazi+et+al.%282022%29.pdf,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,1
Dialnet-Telework-10668357.pdf,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,9,4,1,1,1,1,1
Dialnet-TheImportanceOfTrustInCultivatingEmployeeLoyaltyAn-8994341.pdf,3,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,1,1,0,1
DigitalFatigueandEmployeeEngagementinHybridWorkAMultilevelPerspective.pdf,3,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,8,5,0,1,1,0,1
Disentangling_the_implications.pdf,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8,4,0,1,1,0,1
Does work-life boundary management improve work-life balance for.pdf,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,1
EBSCO-FullText-06_01_2026-2.pdf,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,3,0,1,1,0,0
EBSCO-FullText-06_01_2026.pdf,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
EBSCO-FullText-06_02_2026-2.pdf,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,3,1,1,1,1,0
EBSCO-FullText-06_02_2026-3.pdf,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
EBSCO-FullText-06_02_2026.pdf,2,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,0
EBSCO-FullText-06_10_2026.pdf,2,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0
ECIS2016_HafermalzRiemer_Belonging_Remote_Work.pdf,2,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,3,0,1,1,0,0
ESP-3420%20Proofread%20%281%29.pdf,3,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,0,0
Employee+Perspectives+on+Remote+Work+Culture+and+Leadership+in+Hybrid+Organisations.pdf,4,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,6,5,0,1,1,0,1
Employees’_fit_to_telework_and.pdf,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,1,0,0
Engagement_in_the_teleworking_.pdf,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,3,1,1,1,1,1
Evolving_approaches_to_employe.pdf,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,1,1,0,0
Exploring_the_nexus_between_re.pdf,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0
Exploring_the_nexus_of_social_.pdf,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,9,4,0,1,1,0,1
Exploring_the_remote_work_chal.pdf,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,4,0,1,1,0,1
FULLTEXT01 copy.pdf,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,1,0,1
FULLTEXT01-2.pdf,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0
FULLTEXT01.pdf,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,0
Fonner-CommMonogr12.pdf,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,1,1,0,0
Fostering a culture of belonging within women working in a hybrid.pdf,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
From_home_to_office_dynamics_.pdf,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,0,0
G22THFL-034862T.pdf,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
GSCARR-2024-0261.pdf,2,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,5,7,1,1,1,1,1
Gender_differences_in_remote_w.pdf,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,0,1
HPSCONF-V21-1-18.pdf,4,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,7,7,0,1,1,0,1
"Healthy,_healthier,_hybrid_wor.pdf",0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,4,0,1,1,0,1
